t,shake
0.02,3.417042598283384
0.02037275966579554,3.41768415292808
0.020752466820013277,3.4184037644491294
0.021139250949826334,3.4192637013705487
0.0215332439557876,3.4201632341876422
0.021934580196810258,3.4209914851655334
0.022343396535986677,3.4218971207377833
0.022759832387261255,3.4229687815006784
0.023184029762973155,3.423989028718651
0.023616133322285137,3.4247668685949635
0.024056290420515034,3.425388006569639
0.02450465115938661,3.426084472097335
0.02496136843821707,3.4269912225711647
0.025426598006058523,3.428074463440989
0.02590049851481132,3.4292900199609204
0.026383231573327264,3.43075842992067
0.02687496180252125,3.4325468294326944
0.027375856891510033,3.434375785542712
0.02788608765479732,3.4359415778876485
0.028405828090524686,3.437244758477924
0.028935255439808162,3.438559008992862
0.029474550247180733,3.4401406192086
0.030023896422161377,3.4420087412033658
0.030583481301971614,3.4438698217207353
0.031153495715420962,3.44548661847832
0.031734134047983115,3.4471661896883248
0.032325594308084966,3.449382523138899
0.03292807819463116,3.4519399321065056
0.03354179116578715,3.4537510964701656
0.03416694250904427,3.453886647289339
0.03480374541259061,3.453030421007744
0.03545241703801212,3.4530154143718437
0.036113178594348795,3.4551759644530073
0.03678625541353099,3.4592524998591982
0.03747187702722185,3.463655110229038
0.03817027724509178,3.4673587656914657
0.038881694234551956,3.4699479099120434
0.03960637060197375,3.4713108339667693
0.04034455347542205,3.471328121437764
0.04109649458893048,3.4705788941134132
0.04186245036834737,3.470211136082135
0.04264268201878174,3.471904640560136
0.043437455613679066,3.477120768637564
0.04424704218555724,3.48428144154264
0.04507171781843371,3.490997041300291
0.04591176374197522,3.4961076652208516
0.046767466427402336,3.4990118683950446
0.04763911768518146,3.500537524299894
0.048527014764537586,3.502241365026247
0.049431460454821795,3.5051387362103115
0.05035276318876803,3.510492334574465
0.05129123714767438,3.5185504733823088
0.05224720236854472,3.5292048845546473
0.05322098485322725,3.5441742523639657
0.05421291667958717,3.563490616835678
0.05522333611475138,3.584141266855452
0.05625258773046385,3.602789141323693
0.057301022520590945,3.6142417186450566
0.05836899802081685,3.6127557404170023
0.059456878430569855,3.599435547596264
0.060565034737221114,3.581959032898279
0.0616938448425982,3.564259942912913
0.06284369369185663,3.5464466767602687
0.06401497340475332,3.5374231790256654
0.06520808340936661,3.557898427165679
0.06642343057830877,3.6227827812153603
0.06766142936747695,3.7011904440367456
0.0689225019573904,3.7286435107211773
0.07020707839716185,3.8480047028858744
0.07151559675115221,3.983711767515758
0.0728485032483586,4.058502776873027
0.07420625243458677,4.083918841061457
0.07558930732745957,4.108567162782919
0.07699813957431458,4.160568767329294
0.07843322961304455,4.19912421934217
0.07989506683593571,4.201864892320983
0.0813841497565595,4.1857446107862
0.08290098617977495,4.163293600404967
0.08444609337489963,4.23782112972953
0.08601999825210793,4.371248386819089
0.08762323754211736,4.431616115159408
0.0892563579792235,4.3683351952843275
0.09091991648774661,4.254852432420337
0.09261448037195315,4.205927869033459
0.09434062750951698,4.2321629979701285
0.09609894654858642,4.223293255833833
0.09789003710852413,4.284978564247945
0.09971450998438845,4.388011548561667
0.10157298735522577,4.419809209173375
0.10346610299624519,4.495929262361107
0.10539450249494754,4.6088534275703905
0.10735884347128272,4.7849858239283
0.10935979580191026,4.961791332619346
0.11139804184863968,5.217014562306038
0.11347427669112849,5.470914902393573
0.11558920836391727,5.5957128904945135
0.11774355809788249,5.6369290511805525
0.1199380605661897,5.742982935101454
0.1221734641348306,5.809421938835445
0.12445053111782972,5.818482152695909
0.12677003803720768,5.75917690412457
0.12913277588778954,5.880994621067751
0.13153955040694867,5.979526333169663
0.13399118234937815,5.827016874125422
0.1364885077669833,5.710801923092048
0.1390323782939909,5.734320411922081
0.14162366143737223,6.089680726382619
0.144263240872679,6.332868233502422
0.14695201674539304,6.526808568552773
0.14969090597789267,6.699427247009544
0.1524808425821402,6.811803931415399
0.15532277797819724,6.823282664771157
0.15821768131867658,6.760877296803322
0.16116653981924134,6.375927925319864
0.1641703590952635,5.976559706377894
0.16723016350475772,5.9975206746765695
0.17034699649770604,6.328304032112444
0.17352192097189398,6.642033063240218
0.17675601963537813,6.8335957709251085
0.18005039537570977,7.005031404175776
0.18340617163603998,7.038363731221599
0.18682449279823443,6.834833195627604
0.19030652457312897,6.536848976739965
0.19385345439805848,6.131737638227285
0.19746649184179502,6.180125247884445
0.20114686901703324,6.303932098674494
0.20489584100056366,6.330325191948542
0.20871468626127695,6.189127375708548
0.21260470709614565,6.002666919286931
0.21656723007433154,6.400317029584866
0.2206036064895702,6.7779533130858916
0.2247152128209873,6.772803756428361
0.22890345120250352,6.680065487812382
0.23316974990098804,6.626715845677706
0.23751556380332414,6.737604078396912
0.2419423749125524,6.741301549632806
0.24645169285326152,6.741156794846337
0.2510450553863978,6.75365358769218
0.25572402893367063,6.99213750216234
0.2604902091117308,7.236575057505177
0.2653452212763057,7.411007472456336
0.27029072107647567,7.535301471998756
0.27532839501928075,7.943707530436642
0.2804599610448512,8.41510727378162
0.2856871691122566,8.579170440967404
0.2910118017962745,8.899270419068744
0.2964356748952814,9.67091102251747
0.30196063805047335,10.057476149556805
0.3075885753766284,10.148308211771457
0.31332140610462433,11.362113452782612
0.31916108523593173,11.860065150219004
0.32510960420930607,11.888137157991265
0.3311689915799051,11.858864555862636
0.33734131371106363,11.824316542517218
0.3436286754789618,11.742170914307978
0.3500332209904269,11.57846535155338
0.35655713431411323,12.61642414410024
0.3632026402253104,13.423901121086663
0.3699720049646326,13.632467531275793
0.3768675370108487,13.096311551664437
0.3838915878681162,12.071783554006066
0.3910465528678879,12.300742256221044
0.3983348719857645,12.392318461098505
0.4057590306735706,13.318953485785821
0.41332156070694065,13.406027466907439
0.42102504104870114,13.488846938666795
0.4288720987283445,12.612908960032154
0.4368654097378949,13.292655566302562
0.4450076999444713,13.286058270556909
0.4533017460198584,13.29916665491244
0.46175037638740324,13.346835791363427
0.47035647218655985,13.193425435983372
0.47912296825541134,13.106740151785377
0.488052854131504,12.995289075780406
0.4971491750713349,12.529120125186749
0.5064150330888408,11.85310895534221
0.5158535880132424,11.22240945391518
0.5254680585666047,10.70288667811839
0.5352617234614806,9.776853220638008
0.5452379225190128,9.713222934481559
0.5554000578078748,10.08987326158882
0.5657515948044392,9.976222690318583
0.576296063574569,9.654409939472554
0.5870370599774359,9.251772587474395
0.5979782468917751,8.922499845489922
0.6091233554649942,8.772278273939762
0.6204761863855636,8.536923716641542
0.6320406111791221,7.952446573950492
0.643820573528739,7.169956159446909
0.6558200906197822,7.382648909026453
0.6680432545098537,7.39412728660032
0.6804942335242565,7.284650867336951
0.6931772736774712,7.069129780983929
0.7060967001211249,6.55057129169441
0.7192569186189491,6.420127345723886
0.7326624170492255,6.135776713564927
0.7463177669352364,5.766601441308194
0.760227625004239,5.4911707972051635
0.7743967347754949,5.299234368838924
0.7888299281778983,4.9578442299531496
0.8035321271977538,4.658242502705238
0.8185083455572645,5.044564311845534
0.8337636904243036,5.058238528142662
0.8493033641540546,4.931088240980996
0.8651326660631091,4.814726426772232
0.8812569942366335,4.7507017380315295
0.8976818473692149,4.712181917599683
0.9144128266400183,4.632879614446776
0.9314556376228927,4.3970913920379635
0.9488160922320766,3.9455626651918405
0.9665001107041695,3.968701279661372
0.9845137236170414,3.724260675752014
1.0028630739463718,3.4017839924639355
1.0215544191605186,3.3223395493294494
1.04059413335443,3.2941030712924535
1.0599887094233298,3.4287006317179043
1.079744761276914,3.399970613657731
1.0998690260948167,3.4019996443005525
1.120368366624115,3.439638606922867
1.14124977351965,3.332824331476208
1.162520367727971,3.000080896382943
1.18418740291571,2.861375025414926
1.2062582679432174,2.7844330659153655
1.2287404893842984,2.6810669488491863
1.2516417340929151,2.7847031357529923
1.2749698118177264,2.7083764045548935
1.298732677865355,2.4847293851460877
1.3229384358132967,2.487502226959843
1.3475953402733885,2.6187650797666455
1.3727117997067853,2.603094428150681
1.3982963792913998,2.4631213963259406
1.4243578038427884,2.4265067633071817
1.4509049607894737,2.3113267323347038
1.4779469032037222,2.162351135658545
1.5054928528888107,2.251646154989106
1.533552203523831,2.3324559486782688
1.5621345238671087,2.427308256404069
1.5912495610193274,2.487738505329771
1.6209072437474705,2.356589719778526
1.6511176858707142,2.225266074154756
1.6818911897094275,1.9773444822966197
1.7132382495984548,1.873299417818624
1.7451695554658775,1.8641850539623332
1.7776959964784778,1.844171946814122
1.810828664755147,1.8334977812110047
1.8445788591495025,1.820808998208871
1.8789580891030067,1.7926659228797517
1.9139780785698997,1.7471143658351962
1.9496507700152845,1.6849911845114092
1.9859883284877302,1.6141457068749434
2.0230031457677766,1.6197548100696206
2.0607078445937623,1.617684528168878
2.099115282966413,1.6048068441173122
2.1382385585336565,1.5812728294084228
2.178091013057163,1.5476208475687145
2.218686236962136,1.5050001613830668
2.260038073971894,1.454619594487493
2.302160625828842,1.3977390861849348
2.345068257103422,1.3826212550638253
2.388775600092702,1.3548617900989555
2.4332975598102564,1.317882822656814
2.478649319069055,1.2859641316331623
2.524846343659081,1.23793420237111
2.571904387621453,1.1952749825070403
2.6198394986208458,1.1914271684033881
2.6686680234180384,1.2109716524248295
2.7184066134444658,1.21231807092011
2.7690722304806625,1.1669254472372255
2.8206821524405465,1.1040603337874895
2.8732539792635055,1.0600876617167927
2.9268056389163033,1.0342611755719806
2.9813553935068504,1.0659145800042964
3.0369218455119174,1.0670234980408373
3.0935239441209266,1.038718466645349
3.151180991697977,0.9862917342628946
3.209912650364307,1.0222934014845366
3.26973894870344,1.0722650837034542
3.3306802885913074,1.084427616237317
3.3927574521536616,1.0616855115192325
3.4559916088531675,1.0086807783918652
3.520404322708582,0.9324884121092706
3.586017559648483,0.8953496543811007
3.652853695002058,0.8616183699999599
3.720935521129506,0.8292850172643398
3.7902862551946552,0.8340804296369264
3.8609295470824443,0.8252935448584071
3.9328894874639726,0.8043668635349286
4.006190616011866,0.8039274464156789
4.080857929768755,0.8358717855316589
4.156916891671739,0.8383879292464819
4.234393439235708,0.8221624923439389
4.313313993398524,0.8166773586775264
4.3937054675310465,0.8124745410814427
4.475595276615092,0.8158142772260024
4.559011346592448,0.7986253677998284
4.643982123888142,0.7585283213933884
4.730536585111191,0.6943020119377117
4.818704246936172,0.6448919147350031
4.908515176168946,0.6339054871924757
4.999999999999998,0.627948875374022
